Month,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed
12,40,256,6.499,60.059,969.049,10.314
4,40,104,6.499,14.893,967.804,2.433
12,20,263,6.499,60.791,968.023,8.683
12,20,264,6.499,59.57,968.316,7.082
12,20,261,6.499,58.594,968.609,9.067
12,20,256,6.499,60.303,968.609,8.972
12,20,256,6.499,60.059,969.049,9.731
4,20,104,6.499,14.893,967.804,2.699
12,80,263,6.621,60.425,967.95,10.331
12,80,268,6.621,58.594,968.023,9.526
12,80,263,6.621,57.983,968.536,10.751
2,80,271,6.621,41.26,970.733,9
12,78,263,6.621,60.425,967.95,10.338
12,78,268,6.621,58.594,968.023,9.515
12,78,263,6.621,57.983,968.536,10.753
2,78,271,6.621,41.26,970.733,8.963
12,60,263,6.621,60.425,967.95,10.063
12,60,268,6.621,58.594,968.023,9.332
12,60,263,6.621,57.983,968.536,10.651
2,60,271,6.621,41.26,970.733,8.771
12,40,263,6.621,60.425,967.95,9.648
12,40,268,6.621,58.594,968.023,8.967
12,40,263,6.621,57.983,968.536,10.353
2,40,271,6.621,41.26,970.733,8.575
12,20,263,6.621,60.425,967.95,8.981
12,20,268,6.621,58.594,968.023,8.364
12,20,263,6.621,57.983,968.536,9.814
2,20,271,6.621,41.26,970.733,8.334
12,80,260,6.743,60.913,968.39,12.011
12,80,263,6.743,60.303,968.39,14.264
12,80,261,6.743,59.692,968.39,13.464
12,80,267,6.743,57.983,968.17,8.342
12,80,268,6.743,57.007,968.39,9.201
12,80,267,6.743,56.274,968.536,9.494
12,80,270,6.743,57.495,969.195,11.312
12,80,263,6.743,57.983,969.269,10.573
4,80,114,6.743,17.578,970.001,6.146
4,80,316,6.743,20.996,969.269,4.492
12,78,260,6.743,60.913,968.39,11.986
12,78,263,6.743,60.303,968.39,14.288
12,78,261,6.743,59.692,968.39,13.461
12,78,267,6.743,57.983,968.17,8.331
12,78,268,6.743,57.007,968.39,9.202
12,78,267,6.743,56.274,968.536,9.473
12,78,270,6.743,57.495,969.195,11.305
12,78,263,6.743,57.983,969.269,10.538
4,78,114,6.743,17.578,970.001,6.177
4,78,316,6.743,20.996,969.269,3.758
12,60,260,6.743,60.913,968.39,11.921
12,60,263,6.743,60.303,968.39,14.141
12,60,261,6.743,59.692,968.39,13.358
12,60,267,6.743,57.983,968.17,8.198
12,60,268,6.743,57.007,968.39,9.021
12,60,267,6.743,56.274,968.536,9.332
12,60,270,6.743,57.495,969.195,11.091
12,60,263,6.743,57.983,969.269,10.269
4,60,114,6.743,17.578,970.001,6.424
4,60,316,6.743,20.996,969.269,4.155
12,40,260,6.743,60.913,968.39,11.792
12,40,263,6.743,60.303,968.39,13.954
12,40,261,6.743,59.692,968.39,13.048
12,40,267,6.743,57.983,968.17,7.973
12,40,268,6.743,57.007,968.39,8.634
12,40,267,6.743,56.274,968.536,9.104
12,40,270,6.743,57.495,969.195,10.7
12,40,263,6.743,57.983,969.269,9.932
4,40,114,6.743,17.578,970.001,6.539
4,40,316,6.743,20.996,969.269,4.194
12,20,260,6.743,60.913,968.39,11.416
12,20,263,6.743,60.303,968.39,13.401
12,20,261,6.743,59.692,968.39,12.676
12,20,267,6.743,57.983,968.17,7.543
12,20,268,6.743,57.007,968.39,8.217
12,20,267,6.743,56.274,968.536,8.591
12,20,270,6.743,57.495,969.195,10.019
12,20,263,6.743,57.983,969.269,9.472
4,20,114,6.743,17.578,970.001,6.625
4,20,316,6.743,20.996,969.269,4.491
12,80,250,6.865,61.279,968.536,13.836
12,80,254,6.865,60.547,968.463,12.977
12,80,260,6.865,61.035,968.316,12.195
12,80,264,6.865,57.983,968.17,12.136
12,80,270,6.865,57.251,968.17,11.16
12,80,270,6.865,56.519,968.17,11.502
12,80,264,6.865,57.495,968.023,10.729
12,80,267,6.865,56.885,967.95,9.418
12,80,268,6.865,57.129,968.097,9.382
12,80,263,6.865,58.96,969.488,10.336
12,80,261,6.865,59.692,969.562,10.177
1,80,97,6.865,36.621,972.857,11.011
12,78,250,6.865,61.279,968.536,13.837
12,78,254,6.865,60.547,968.463,12.977
12,78,260,6.865,61.035,968.316,12.193
12,78,264,6.865,57.983,968.17,12.118
12,78,270,6.865,57.251,968.17,11.136
12,78,270,6.865,56.519,968.17,11.493
12,78,264,6.865,57.495,968.023,10.706
12,78,267,6.865,56.885,967.95,9.417
12,78,268,6.865,57.129,968.097,9.381
12,78,263,6.865,58.96,969.488,10.316
12,78,261,6.865,59.692,969.562,10.157
1,78,97,6.865,36.621,972.857,10.914
12,60,250,6.865,61.279,968.536,13.786
12,60,254,6.865,60.547,968.463,12.927
12,60,260,6.865,61.035,968.316,12.153
12,60,264,6.865,57.983,968.17,12.056
12,60,270,6.865,57.251,968.17,11.045
12,60,270,6.865,56.519,968.17,11.368
12,60,264,6.865,57.495,968.023,10.59
12,60,267,6.865,56.885,967.95,9.42
12,60,268,6.865,57.129,968.097,9.256
12,60,263,6.865,58.96,969.488,10.002
12,60,261,6.865,59.692,969.562,9.995
1,60,97,6.865,36.621,972.857,10.298
12,40,250,6.865,61.279,968.536,13.694
12,40,254,6.865,60.547,968.463,12.891
12,40,260,6.865,61.035,968.316,11.995
12,40,264,6.865,57.983,968.17,12.042
12,40,270,6.865,57.251,968.17,10.864
12,40,270,6.865,56.519,968.17,11.156
12,40,264,6.865,57.495,968.023,10.336
12,40,267,6.865,56.885,967.95,9.501
12,40,268,6.865,57.129,968.097,8.989
12,40,263,6.865,58.96,969.488,9.481
12,40,261,6.865,59.692,969.562,9.64
1,40,97,6.865,36.621,972.857,9.653
12,20,250,6.865,61.279,968.536,13.305
12,20,254,6.865,60.547,968.463,12.578
12,20,260,6.865,61.035,968.316,11.645
12,20,264,6.865,57.983,968.17,11.819
12,20,270,6.865,57.251,968.17,10.322
12,20,270,6.865,56.519,968.17,10.832
12,20,264,6.865,57.495,968.023,9.899
12,20,267,6.865,56.885,967.95,9.269
12,20,268,6.865,57.129,968.097,8.417
12,20,263,6.865,58.96,969.488,8.808
12,20,261,6.865,59.692,969.562,9.116
1,20,97,6.865,36.621,972.857,9.121
12,80,254,6.987,58.472,968.609,13.173
12,80,252,6.987,59.814,968.536,12.899
2,80,243,6.987,44.189,965.899,10.742
4,80,59,6.987,16.602,966.046,2.137
12,78,254,6.987,58.472,968.609,13.194
12,78,252,6.987,59.814,968.536,12.889
2,78,243,6.987,44.189,965.899,10.714
4,78,59,6.987,16.602,966.046,2.08
12,60,254,6.987,58.472,968.609,13.044
12,60,252,6.987,59.814,968.536,12.689
2,60,243,6.987,44.189,965.899,10.293
4,60,59,6.987,16.602,966.046,2.131
12,40,254,6.987,58.472,968.609,12.867
12,40,252,6.987,59.814,968.536,12.397
2,40,243,6.987,44.189,965.899,9.222
4,40,59,6.987,16.602,966.046,2.666
12,20,254,6.987,58.472,968.609,12.536
12,20,252,6.987,59.814,968.536,11.889
2,20,243,6.987,44.189,965.899,8.027
4,20,59,6.987,16.602,966.046,3.183
12,80,270,7.109,55.42,967.877,11.952
12,80,264,7.109,57.617,969.708,10.096
2,80,301,7.109,46.143,970.66,4.439
2,80,267,7.109,33.081,968.243,15.13
4,80,140,7.109,8.911,968.023,3.962
12,78,270,7.109,55.42,967.877,11.957
12,78,264,7.109,57.617,969.708,10.091
2,78,301,7.109,46.143,970.66,4.468
2,78,267,7.109,33.081,968.243,15.145
4,78,140,7.109,8.911,968.023,3.994
12,60,270,7.109,55.42,967.877,11.899
12,60,264,7.109,57.617,969.708,9.85
2,60,301,7.109,46.143,970.66,4.51
2,60,267,7.109,33.081,968.243,15.007
4,60,140,7.109,8.911,968.023,4.043
12,40,270,7.109,55.42,967.877,11.675
12,40,264,7.109,57.617,969.708,9.503
2,40,301,7.109,46.143,970.66,4.509
2,40,267,7.109,33.081,968.243,14.776
4,40,140,7.109,8.911,968.023,4.047
12,20,270,7.109,55.42,967.877,11.22
12,20,264,7.109,57.617,969.708,8.854
2,20,301,7.109,46.143,970.66,4.572
2,20,267,7.109,33.081,968.243,14.326
4,20,140,7.109,8.911,968.023,3.881
12,80,260,7.231,56.152,968.683,12.42
12,80,267,7.231,54.81,968.683,13.461
2,80,228,7.231,45.776,966.046,10.71
3,80,86,7.231,28.198,966.559,3.108
3,80,111,7.231,33.081,962.384,4.111
3,80,55,7.231,25.269,965.899,3.12
12,78,260,7.231,56.152,968.683,12.423
12,78,267,7.231,54.81,968.683,13.453
2,78,228,7.231,45.776,966.046,10.699
3,78,86,7.231,28.198,966.559,3.074
3,78,111,7.231,33.081,962.384,4.168
3,78,55,7.231,25.269,965.899,3.067
12,60,260,7.231,56.152,968.683,12.349
12,60,267,7.231,54.81,968.683,13.328
2,60,228,7.231,45.776,966.046,10.555
3,60,86,7.231,28.198,966.559,2.64
3,60,111,7.231,33.081,962.384,4.512
3,60,55,7.231,25.269,965.899,3.01
12,40,260,7.231,56.152,968.683,12.265
12,40,267,7.231,54.81,968.683,13.068
2,40,228,7.231,45.776,966.046,9.944
3,40,86,7.231,28.198,966.559,2.431
3,40,111,7.231,33.081,962.384,4.877
3,40,55,7.231,25.269,965.899,2.886
12,20,260,7.231,56.152,968.683,11.904
12,20,267,7.231,54.81,968.683,12.531
2,20,228,7.231,45.776,966.046,8.906
3,20,86,7.231,28.198,966.559,2.243
3,20,111,7.231,33.081,962.384,5.158
3,20,55,7.231,25.269,965.899,2.975
12,80,273,7.354,52.124,968.463,12.549
12,80,263,7.354,54.199,968.39,11.72
1,80,1,7.354,21.606,973.443,8.015
4,80,79,7.354,20.386,966.412,2.279
12,78,273,7.354,52.124,968.463,12.56
12,78,263,7.354,54.199,968.39,11.707
1,78,1,7.354,21.606,973.443,7.989
4,78,79,7.354,20.386,966.412,2.134
12,60,273,7.354,52.124,968.463,12.523
12,60,263,7.354,54.199,968.39,11.72
1,60,1,7.354,21.606,973.443,7.728
4,60,79,7.354,20.386,966.412,1.588
12,40,273,7.354,52.124,968.463,12.353
12,40,263,7.354,54.199,968.39,11.577
1,40,1,7.354,21.606,973.443,7.317
4,40,79,7.354,20.386,966.412,1.129
12,20,273,7.354,52.124,968.463,12.004
12,20,263,7.354,54.199,968.39,11.286
1,20,1,7.354,21.606,973.443,6.906
4,20,79,7.354,20.386,966.412,1.464
12,80,280,7.476,52.246,968.463,12.515
12,80,274,7.476,52.49,968.463,13.4
12,80,275,7.476,53.589,969.854,9.108
12,80,273,7.476,52.368,969.854,10.495
12,80,285,7.476,48.828,976.739,9.89
2,80,323,7.476,40.039,970.44,5.671
2,80,236,7.476,45.776,966.192,10.568
4,80,66,7.476,16.357,966.266,1.726
12,78,280,7.476,52.246,968.463,12.528
12,78,274,7.476,52.49,968.463,13.412
12,78,275,7.476,53.589,969.854,9.073
12,78,273,7.476,52.368,969.854,10.474
12,78,285,7.476,48.828,976.739,9.849
2,78,323,7.476,40.039,970.44,5.672
2,78,236,7.476,45.776,966.192,10.538
4,78,66,7.476,16.357,966.266,1.756
12,60,280,7.476,52.246,968.463,12.388
12,60,274,7.476,52.49,968.463,13.446
12,60,275,7.476,53.589,969.854,8.793
12,60,273,7.476,52.368,969.854,10.2
12,60,285,7.476,48.828,976.739,9.459
2,60,323,7.476,40.039,970.44,5.685
2,60,236,7.476,45.776,966.192,10.274
4,60,66,7.476,16.357,966.266,2.028
12,40,280,7.476,52.246,968.463,12.24
12,40,274,7.476,52.49,968.463,13.261
12,40,275,7.476,53.589,969.854,8.433
12,40,273,7.476,52.368,969.854,9.782
12,40,285,7.476,48.828,976.739,8.989
2,40,323,7.476,40.039,970.44,5.75
2,40,236,7.476,45.776,966.192,9.562
4,40,66,7.476,16.357,966.266,2.465
12,20,280,7.476,52.246,968.463,11.877
12,20,274,7.476,52.49,968.463,12.954
12,20,275,7.476,53.589,969.854,7.729
12,20,273,7.476,52.368,969.854,9.113
12,20,285,7.476,48.828,976.739,8.415
2,20,323,7.476,40.039,970.44,5.827
2,20,236,7.476,45.776,966.192,8.437
4,20,66,7.476,16.357,966.266,2.709
12,80,274,7.598,51.514,969.708,9.868
12,78,274,7.598,51.514,969.708,9.867
12,60,274,7.598,51.514,969.708,9.591
12,40,274,7.598,51.514,969.708,9.175
12,20,274,7.598,51.514,969.708,8.5
12,80,277,7.72,50.537,969.781,10.414
12,78,277,7.72,50.537,969.781,10.394
12,60,277,7.72,50.537,969.781,10.041
12,40,277,7.72,50.537,969.781,9.545
12,20,277,7.72,50.537,969.781,9.018
4,80,350,7.842,20.264,968.463,5.136
4,80,318,7.842,22.827,969.781,3.208
4,78,350,7.842,20.264,968.463,5.142
4,78,318,7.842,22.827,969.781,3.247
4,60,350,7.842,20.264,968.463,5.22
4,60,318,7.842,22.827,969.781,3.301
4,40,350,7.842,20.264,968.463,5.342
4,40,318,7.842,22.827,969.781,3.151
4,20,350,7.842,20.264,968.463,5.39
4,20,318,7.842,22.827,969.781,2.692
12,80,274,7.964,50.537,970.001,9.966
12,80,270,7.964,51.636,970.147,9.621
2,80,246,7.964,47.119,969.854,8.2
2,80,83,7.964,29.419,972.418,1.44
4,80,98,7.964,16.602,967.877,2.524
12,78,274,7.964,50.537,970.001,9.91
12,78,270,7.964,51.636,970.147,9.61
2,78,246,7.964,47.119,969.854,8.131
2,78,83,7.964,29.419,972.418,1.414
4,78,98,7.964,16.602,967.877,2.512
12,60,274,7.964,50.537,970.001,9.628
12,60,270,7.964,51.636,970.147,9.354
2,60,246,7.964,47.119,969.854,7.736
2,60,83,7.964,29.419,972.418,1.397
4,60,98,7.964,16.602,967.877,2.581
12,40,274,7.964,50.537,970.001,9.151
12,40,270,7.964,51.636,970.147,8.938
2,40,246,7.964,47.119,969.854,7.489
2,40,83,7.964,29.419,972.418,1.249
4,40,98,7.964,16.602,967.877,2.739
12,20,274,7.964,50.537,970.001,8.632
12,20,270,7.964,51.636,970.147,8.361
2,20,246,7.964,47.119,969.854,7.118
2,20,83,7.964,29.419,972.418,1.141
4,20,98,7.964,16.602,967.877,3.009
12,80,275,8.086,51.27,970.221,10.052
12,80,278,8.086,51.025,970.294,9.937
2,80,358,8.086,22.949,970.514,6.946
2,80,107,8.086,26.245,968.243,7.545
3,80,358,8.086,19.531,970.367,12.133
5,80,271,8.086,17.944,968.17,7.533
12,78,275,8.086,51.27,970.221,10.03
12,78,278,8.086,51.025,970.294,9.906
2,78,358,8.086,22.949,970.514,6.907
2,78,107,8.086,26.245,968.243,7.484
3,78,358,8.086,19.531,970.367,12.13
5,78,271,8.086,17.944,968.17,7.523
12,60,275,8.086,51.27,970.221,9.85
12,60,278,8.086,51.025,970.294,9.713
2,60,358,8.086,22.949,970.514,6.551
2,60,107,8.086,26.245,968.243,6.992
3,60,358,8.086,19.531,970.367,11.733
5,60,271,8.086,17.944,968.17,7.271
12,40,275,8.086,51.27,970.221,9.484
12,40,278,8.086,51.025,970.294,9.161
2,40,358,8.086,22.949,970.514,5.79
2,40,107,8.086,26.245,968.243,6.71
3,40,358,8.086,19.531,970.367,11.048
5,40,271,8.086,17.944,968.17,6.899
12,20,275,8.086,51.27,970.221,8.781
12,20,278,8.086,51.025,970.294,8.312
2,20,358,8.086,22.949,970.514,5.539
2,20,107,8.086,26.245,968.243,6.55
3,20,358,8.086,19.531,970.367,10.056
5,20,271,8.086,17.944,968.17,6.54
12,80,282,8.208,50.781,970.221,10.005
12,80,288,8.208,50.415,970.147,9.795
3,80,10,8.208,23.071,967.438,9.773
4,80,81,8.208,21.484,966.852,7.051
12,78,282,8.208,50.781,970.221,9.95
12,78,288,8.208,50.415,970.147,9.786
3,78,10,8.208,23.071,967.438,9.737
4,78,81,8.208,21.484,966.852,6.993
12,60,282,8.208,50.781,970.221,9.708
12,60,288,8.208,50.415,970.147,9.554
3,60,10,8.208,23.071,967.438,9.701
4,60,81,8.208,21.484,966.852,6.505
12,40,282,8.208,50.781,970.221,9.18
12,40,288,8.208,50.415,970.147,9.3
3,40,10,8.208,23.071,967.438,9.528
4,40,81,8.208,21.484,966.852,5.841
12,20,282,8.208,50.781,970.221,8.64
12,20,288,8.208,50.415,970.147,8.666
3,20,10,8.208,23.071,967.438,9.331
4,20,81,8.208,21.484,966.852,5.407
12,80,285,8.33,49.805,970.147,10.196
1,80,59,8.33,26.001,972.857,11.806
12,78,285,8.33,49.805,970.147,10.162
1,78,59,8.33,26.001,972.857,11.69
12,60,285,8.33,49.805,970.147,9.953
1,60,59,8.33,26.001,972.857,10.805
12,40,285,8.33,49.805,970.147,9.555
1,40,59,8.33,26.001,972.857,9.755
12,20,285,8.33,49.805,970.147,8.84
1,20,59,8.33,26.001,972.857,8.693
2,80,289,8.452,37.476,974.249,10.069
2,80,56,8.452,37.842,967.218,11.666
2,78,289,8.452,37.476,974.249,10.011
2,78,56,8.452,37.842,967.218,11.651
2,60,289,8.452,37.476,974.249,9.611
2,60,56,8.452,37.842,967.218,11.358
2,40,289,8.452,37.476,974.249,9.273
2,40,56,8.452,37.842,967.218,11.07
2,20,289,8.452,37.476,974.249,8.955
2,20,56,8.452,37.842,967.218,10.647
12,80,284,8.574,48.95,970.074,10.101
12,80,280,8.574,47.729,970.001,9.993
12,78,284,8.574,48.95,970.074,10.084
12,78,280,8.574,47.729,970.001,9.94
12,60,284,8.574,48.95,970.074,9.711
12,60,280,8.574,47.729,970.001,9.65
12,40,284,8.574,48.95,970.074,9.288
12,40,280,8.574,47.729,970.001,9.187
12,20,284,8.574,48.95,970.074,8.708
12,20,280,8.574,47.729,970.001,8.649
12,80,278,8.696,46.875,969.928,10.201
1,80,119,8.696,25.879,971.466,12.625
5,80,301,8.696,21.362,964.435,9.37
12,78,278,8.696,46.875,969.928,10.177
1,78,119,8.696,25.879,971.466,12.528
5,78,301,8.696,21.362,964.435,9.342
12,60,278,8.696,46.875,969.928,9.89
1,60,119,8.696,25.879,971.466,11.955
5,60,301,8.696,21.362,964.435,9.072
12,40,278,8.696,46.875,969.928,9.371
1,40,119,8.696,25.879,971.466,11.422
5,40,301,8.696,21.362,964.435,8.336
12,20,278,8.696,46.875,969.928,8.669
1,20,119,8.696,25.879,971.466,10.495
5,20,301,8.696,21.362,964.435,7.555
5,80,343,8.94,13.55,967.804,4.446
5,78,343,8.94,13.55,967.804,4.5
5,60,343,8.94,13.55,967.804,4.459
5,40,343,8.94,13.55,967.804,4.441
5,20,343,8.94,13.55,967.804,4.56
2,80,80,9.063,35.645,967.73,10.426
2,78,80,9.063,35.645,967.73,10.399
2,60,80,9.063,35.645,967.73,10.22
2,40,80,9.063,35.645,967.73,9.956
2,20,80,9.063,35.645,967.73,9.497
5,80,72,9.185,13.672,965.533,8.262
5,78,72,9.185,13.672,965.533,8.231
5,60,72,9.185,13.672,965.533,7.993
5,40,72,9.185,13.672,965.533,7.87
5,20,72,9.185,13.672,965.533,7.638
2,80,312,9.429,33.081,968.17,11.972
2,78,312,9.429,33.081,968.17,11.993
2,60,312,9.429,33.081,968.17,11.989
2,40,312,9.429,33.081,968.17,11.841
2,20,312,9.429,33.081,968.17,11.328
3,80,91,9.551,26.001,968.976,1.927
5,80,79,9.551,13.55,966.119,6.498
5,80,346,9.551,31.86,964.361,6.503
3,78,91,9.551,26.001,968.976,1.926
5,78,79,9.551,13.55,966.119,6.514
5,78,346,9.551,31.86,964.361,6.487
3,60,91,9.551,26.001,968.976,2.3
5,60,79,9.551,13.55,966.119,6.466
5,60,346,9.551,31.86,964.361,6.444
3,40,91,9.551,26.001,968.976,2.72
5,40,79,9.551,13.55,966.119,6.546
5,40,346,9.551,31.86,964.361,6.269
3,20,91,9.551,26.001,968.976,2.799
5,20,79,9.551,13.55,966.119,6.598
5,20,346,9.551,31.86,964.361,5.837
1,80,233,9.673,60.791,973.077,8.066
1,78,233,9.673,60.791,973.077,7.989
1,60,233,9.673,60.791,973.077,7.31
1,40,233,9.673,60.791,973.077,6.348
1,20,233,9.673,60.791,973.077,5.707
1,80,235,9.795,60.059,972.857,7.807
2,80,322,9.795,40.283,970.367,12.495
2,80,28,9.795,35.156,977.032,2.458
4,80,93,9.795,23.315,969.635,4.514
4,80,60,9.795,16.357,966.192,9.607
1,78,235,9.795,60.059,972.857,7.684
2,78,322,9.795,40.283,970.367,12.359
2,78,28,9.795,35.156,977.032,2.508
4,78,93,9.795,23.315,969.635,4.556
4,78,60,9.795,16.357,966.192,9.559
1,60,235,9.795,60.059,972.857,6.798
2,60,322,9.795,40.283,970.367,11.321
2,60,28,9.795,35.156,977.032,3.237
4,60,93,9.795,23.315,969.635,4.867
4,60,60,9.795,16.357,966.192,9.261
1,40,235,9.795,60.059,972.857,5.552
2,40,322,9.795,40.283,970.367,10.034
2,40,28,9.795,35.156,977.032,3.988
4,40,93,9.795,23.315,969.635,5.136
4,40,60,9.795,16.357,966.192,8.595
1,20,235,9.795,60.059,972.857,4.738
2,20,322,9.795,40.283,970.367,8.911
2,20,28,9.795,35.156,977.032,4.12
4,20,93,9.795,23.315,969.635,5.456
4,20,60,9.795,16.357,966.192,7.761
1,80,235,9.917,59.937,973.15,9.017
1,80,11,9.917,21.484,973.37,8.112
1,78,235,9.917,59.937,973.15,8.961
1,78,11,9.917,21.484,973.37,8.091
1,60,235,9.917,59.937,973.15,8.419
1,60,11,9.917,21.484,973.37,7.821
1,40,235,9.917,59.937,973.15,7.525
1,40,11,9.917,21.484,973.37,7.442
1,20,235,9.917,59.937,973.15,6.821
1,20,11,9.917,21.484,973.37,6.994
1,80,236,10.039,59.082,972.711,8.281
4,80,337,10.039,28.076,959.894,10.6
5,80,326,10.039,24.902,967.804,13.356
1,78,236,10.039,59.082,972.711,8.167
4,78,337,10.039,28.076,959.894,10.553
5,78,326,10.039,24.902,967.804,13.292
1,60,236,10.039,59.082,972.711,7.202
4,60,337,10.039,28.076,959.894,10.186
5,60,326,10.039,24.902,967.804,12.756
1,40,236,10.039,59.082,972.711,5.985
4,40,337,10.039,28.076,959.894,9.807
5,40,326,10.039,24.902,967.804,12.054
1,20,236,10.039,59.082,972.711,5.019
