Month,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed,Wind Power
1,78,358,20.659,22.461,969.415,1.265,2.161399139
1,60,358,20.659,22.461,969.415,1.235,2.011241726
1,40,358,20.659,22.461,969.415,1.251,2.090428543
1,20,358,20.659,22.461,969.415,1.273,2.202665799
12,80,357,14.556,59.448,971.759,4.661,108.1186729
12,78,357,14.556,59.448,971.759,4.688,110.0084908
12,60,357,14.556,59.448,971.759,4.691,110.2198198
12,40,357,14.556,59.448,971.759,4.781,116.6862354
12,20,357,14.556,59.448,971.759,4.97,131.0788323
12,80,357,15.166,61.523,971.1,4.069,71.93271744
12,78,357,15.166,61.523,971.1,4.085,72.78461351
12,60,357,15.166,61.523,971.1,4.175,77.70211445
12,40,357,15.166,61.523,971.1,4.335,86.98226313
12,20,357,15.166,61.523,971.1,4.584,102.8483253
12,80,357,15.41,58.105,970.807,3.296,38.23182298
12,78,357,15.41,58.105,970.807,3.238,36.24882478
12,60,357,15.41,58.105,970.807,3.046,30.17540409
12,40,357,15.41,58.105,970.807,2.925,26.72028025
12,20,357,15.41,58.105,970.807,2.836,24.35466034
12,80,357,17.241,50.903,970.514,4.982,132.030591
12,78,357,17.241,50.903,970.514,4.981,131.9511024
12,60,357,17.241,50.903,970.514,4.87,123.3247607
12,40,357,17.241,50.903,970.514,4.781,116.6862354
12,20,357,17.241,50.903,970.514,4.743,113.9259796
12,80,357,18.462,46.875,968.536,6.916,353.2062269
12,78,357,18.462,46.875,968.536,6.905,351.5235669
12,60,357,18.462,46.875,968.536,6.654,314.5660053
12,40,357,18.462,46.875,968.536,6.272,263.4398963
12,20,357,18.462,46.875,968.536,5.666,194.2196236
12,80,357,18.706,39.673,970.88,6.508,294.3106856
12,78,357,18.706,39.673,970.88,6.49,291.8753966
12,60,357,18.706,39.673,970.88,6.211,255.8279468
12,40,357,18.706,39.673,970.88,5.941,223.8937935
12,20,357,18.706,39.673,970.88,5.824,210.9247274
12,80,357,19.438,42.48,970.294,1.474,3.419446775
12,78,357,19.438,42.48,970.294,1.431,3.128832391
12,60,357,19.438,42.48,970.294,1.216,1.919835962
12,40,357,19.438,42.48,970.294,0.977,0.995742603
12,20,357,19.438,42.48,970.294,0.829,0.608312848
12,80,357,19.561,46.265,970.074,5.422,170.1930955
12,78,357,19.561,46.265,970.074,5.55,182.5334015
12,60,357,19.561,46.265,970.074,4.833,120.5351695
12,40,357,19.561,46.265,970.074,3.888,62.75410881
12,20,357,19.561,46.265,970.074,3.556,48.01187365
12,80,357,20.049,34.424,972.198,5.229,152.6579138
12,78,357,20.049,34.424,972.198,5.188,149.0950757
12,60,357,20.049,34.424,972.198,4.836,120.7597692
12,40,357,20.049,34.424,972.198,4.218,80.12778247
12,20,357,20.049,34.424,972.198,3.856,61.21734261
11,80,357,22.368,50.171,967.804,2.876,25.39978513
11,78,357,22.368,50.171,967.804,2.901,26.06793228
11,60,357,22.368,50.171,967.804,2.437,15.45361133
11,40,357,22.368,50.171,967.804,1.843,6.684045588
11,20,357,22.368,50.171,967.804,1.388,2.855168845
11,80,357,22.734,40.771,969.781,2.502,16.72342835
11,80,357,22.734,54.077,968.683,3.636,51.32571656
11,78,357,22.734,40.771,969.781,2.488,16.44426723
11,78,357,22.734,54.077,968.683,3.577,48.86751085
11,60,357,22.734,40.771,969.781,2.52,17.08696855
11,60,357,22.734,54.077,968.683,3.235,36.14816472
11,40,357,22.734,40.771,969.781,2.641,19.66838049
11,40,357,22.734,54.077,968.683,2.85,24.71712635
11,20,357,22.734,40.771,969.781,2.623,19.26895974
11,20,357,22.734,54.077,968.683,2.645,19.75788379
11,80,357,22.979,59.937,970.514,6.107,243.1908091
11,78,357,22.979,59.937,970.514,6.089,241.0467719
11,60,357,22.979,59.937,970.514,5.969,227.0743786
11,40,357,22.979,59.937,970.514,5.758,203.8348224
11,20,357,22.979,59.937,970.514,5.287,157.7943064
11,80,357,23.223,59.082,970.367,6.251,260.8025866
11,78,357,23.223,59.082,970.367,6.221,257.0656222
11,60,357,23.223,59.082,970.367,5.937,223.4418633
11,40,357,23.223,59.082,970.367,5.611,188.6184639
11,20,357,23.223,59.082,970.367,5.214,151.3479275
11,80,357,23.711,45.654,967.291,4.417,92.01223828
11,80,357,23.711,51.27,967.804,7.547,458.9722703
11,80,357,23.711,51.636,967.73,7.672,482.1577814
11,78,357,23.711,45.654,967.291,4.449,94.02657458
11,78,357,23.711,51.27,967.804,7.508,451.8935988
11,78,357,23.711,51.636,967.73,7.64,476.1496543
11,60,357,23.711,45.654,967.291,4.603,104.1325065
11,60,357,23.711,51.27,967.804,7.175,394.3929235
11,60,357,23.711,51.636,967.73,7.312,417.4187429
11,40,357,23.711,45.654,967.291,4.668,108.6065304
11,40,357,23.711,51.27,967.804,6.832,340.4920457
11,40,357,23.711,51.636,967.73,6.94,356.8961056
11,20,357,23.711,45.654,967.291,4.843,121.2849196
11,20,357,23.711,51.27,967.804,6.542,298.9475627
11,20,357,23.711,51.636,967.73,6.586,305.0201826
11,80,357,23.833,50.049,967.657,4.018,69.26170765
11,80,357,23.833,51.392,967.804,7.361,425.8668652
11,80,357,23.833,42.114,967.071,7.339,422.0598699
11,78,357,23.833,50.049,967.657,3.955,66.05456869
11,78,357,23.833,51.392,967.804,7.308,416.7340759
11,78,357,23.833,42.114,967.071,7.337,421.7149089
11,60,357,23.833,50.049,967.657,3.636,51.32571656
11,60,357,23.833,51.392,967.804,6.962,360.3009892
11,60,357,23.833,42.114,967.071,7.156,391.2680567
11,40,357,23.833,50.049,967.657,3.361,40.53861762
11,40,357,23.833,51.392,967.804,6.619,309.6282234
11,40,357,23.833,42.114,967.071,7.021,369.5390319
11,20,357,23.833,50.049,967.657,3.195,34.82378598
11,20,357,23.833,51.392,967.804,6.103,242.7132622
11,20,357,23.833,42.114,967.071,6.718,323.7303346
10,80,357,23.223,47.363,967.364,7.951,536.6963701
10,78,357,23.223,47.363,967.364,7.913,529.0380328
10,60,357,23.223,47.363,967.364,7.65,478.0218002
10,40,357,23.223,47.363,967.364,7.263,409.0830923
10,20,357,23.223,47.363,967.364,6.899,350.608009
9,80,357,27.007,21.973,965.753,10.681,1301.065446
9,78,357,27.007,21.973,965.753,10.621,1279.262367
9,60,357,27.007,21.973,965.753,9.924,1043.574995
9,40,357,27.007,21.973,965.753,9.07,796.6824657
9,20,357,27.007,21.973,965.753,8.271,604.1398176
5,80,357,27.983,25.635,963.922,6.266,262.6845737
5,78,357,27.983,25.635,963.922,6.26,261.9306962
5,60,357,27.983,25.635,963.922,6.108,243.3102936
5,40,357,27.983,25.635,963.922,5.863,215.1904928
5,20,357,27.983,25.635,963.922,5.646,192.1701898
4,80,357,26.763,29.297,962.896,7.868,520.0635921
4,78,357,26.763,29.297,962.896,7.813,509.233388
4,60,357,26.763,29.297,962.896,7.44,439.7260598
4,40,357,26.763,29.297,962.896,6.938,356.5876388
4,20,357,26.763,29.297,962.896,6.337,271.7155661
4,80,357,27.373,25.513,965.24,6.219,256.8177685
4,78,357,27.373,25.513,965.24,6.194,253.7330271
4,60,357,27.373,25.513,965.24,6.142,247.3960914
4,40,357,27.373,25.513,965.24,6.025,233.5256295
4,20,357,27.373,25.513,965.24,5.646,192.1701898
4,80,357,27.495,24.78,965.167,6.085,240.5720369
4,78,357,27.495,24.78,965.167,6.05,236.4446663
4,60,357,27.495,24.78,965.167,5.881,217.1785533
4,40,357,27.495,24.78,965.167,5.545,182.0405123
4,20,357,27.495,24.78,965.167,5.287,157.7943064
1,80,357,13.579,62.134,973.37,6.207,255.3339912
1,78,357,13.579,62.134,973.37,6.241,259.5529357
1,60,357,13.579,62.134,973.37,6.27,263.1879614
1,40,357,13.579,62.134,973.37,6.257,261.554299
1,20,357,13.579,62.134,973.37,6.239,259.3034855
1,80,357,13.823,59.814,973.15,5.862,215.0804022
1,78,357,13.823,59.814,973.15,5.867,215.631231
1,60,357,13.823,59.814,973.15,5.756,203.6224945
1,40,357,13.823,59.814,973.15,5.555,183.0271796
1,20,357,13.823,59.814,973.15,5.382,166.4540927
1,80,357,14.189,58.35,968.023,7.173,394.0632095
1,78,357,14.189,58.35,968.023,7.166,392.9106576
1,60,357,14.189,58.35,968.023,7.016,368.7500932
1,40,357,14.189,58.35,968.023,6.739,326.7757099
1,20,357,14.189,58.35,968.023,6.254,261.1782625
1,80,357,14.434,46.143,968.243,2.076,9.553124665
1,78,357,14.434,46.143,968.243,2.151,10.62636254
1,60,357,14.434,46.143,968.243,2.66,20.09593917
1,40,357,14.434,46.143,968.243,2.989,28.51288371
1,20,357,14.434,46.143,968.243,3.107,32.02485392
1,80,357,16.143,54.321,972.345,4.39,90.33518917
1,78,357,16.143,54.321,972.345,4.407,91.38871044
1,60,357,16.143,54.321,972.345,4.454,94.34394573
1,40,357,16.143,54.321,972.345,4.49,96.65012513
1,20,357,16.143,54.321,972.345,4.572,102.0427285
1,80,357,20.781,22.583,969.269,1.073,1.319053964
1,78,357,20.781,22.583,969.269,1.033,1.176967206
1,60,357,20.781,22.583,969.269,1.081,1.348778019
1,40,357,20.781,22.583,969.269,1.119,1.496076004
1,20,357,20.781,22.583,969.269,1.117,1.488068478
12,80,356,15.044,61.89,971.173,4.028,69.78013146
12,78,356,15.044,61.89,971.173,4.038,70.30113577
12,60,356,15.044,61.89,971.173,4.16,76.86761204
12,40,356,15.044,61.89,971.173,4.294,84.53752287
12,20,356,15.044,61.89,971.173,4.489,96.58556259
12,80,356,15.288,60.059,970.88,3.925,64.56280357
12,78,356,15.288,60.059,970.88,3.98,67.31511838
12,60,356,15.288,60.059,970.88,4.251,82.02320075
12,40,356,15.288,60.059,970.88,4.551,100.6430765
12,20,356,15.288,60.059,970.88,4.733,113.2069034
12,80,356,18.706,30.273,970.807,5.945,224.3463326
12,78,356,18.706,30.273,970.807,5.921,221.6402242
12,60,356,18.706,30.273,970.807,5.805,208.8671159
12,40,356,18.706,30.273,970.807,5.758,203.8348224
12,20,356,18.706,30.273,970.807,5.812,209.623619
12,80,356,18.828,39.185,968.609,3.663,52.47762281
12,78,356,18.828,39.185,968.609,3.643,51.62272328
12,60,356,18.828,39.185,968.609,3.673,52.90858937
12,40,356,18.828,39.185,968.609,3.758,56.66745715
12,20,356,18.828,39.185,968.609,3.874,62.07864755
12,80,356,19.316,42.114,970.367,1.083,1.356278157
12,78,356,19.316,42.114,970.367,1.045,1.218462784
12,60,356,19.316,42.114,970.367,0.849,0.653411041
12,40,356,19.316,42.114,970.367,0.512,0.143308939
12,20,356,19.316,42.114,970.367,0.299,0.028541511
11,80,356,20.781,52.246,968.976,1.628,4.607088971
11,78,356,20.781,52.246,968.976,1.677,5.035731727
11,60,356,20.781,52.246,968.976,1.47,3.39168415
11,40,356,20.781,52.246,968.976,1.44,3.188239029
11,20,356,20.781,52.246,968.976,1.664,4.91952717
11,80,356,21.758,52.002,969.122,1.54,3.899649372
11,78,356,21.758,52.002,969.122,1.516,3.720154712
11,60,356,21.758,52.002,969.122,1.607,4.431094661
11,40,356,21.758,52.002,969.122,1.589,4.283858224
11,20,356,21.758,52.002,969.122,2.045,9.131525467
11,80,356,22.246,58.716,967.73,5.16,146.6940512
11,78,356,22.246,58.716,967.73,5.093,141.0536816
11,60,356,22.246,58.716,967.73,4.941,128.797656
11,40,356,22.246,58.716,967.73,4.938,128.5631943
11,20,356,22.246,58.716,967.73,4.872,123.4767632
11,80,356,22.734,62.256,970.807,6.836,341.0904498
11,80,356,22.734,40.771,969.928,2.264,12.39060936
11,78,356,22.734,62.256,970.807,6.817,338.2542637
11,78,356,22.734,40.771,969.928,2.244,12.0651286
11,60,356,22.734,62.256,970.807,6.727,325.0331679
11,60,356,22.734,40.771,969.928,2.273,12.53896542
11,40,356,22.734,62.256,970.807,6.551,300.1830707
11,40,356,22.734,40.771,969.928,2.326,13.43669715
11,20,356,22.734,62.256,970.807,6.232,258.4316686
11,20,356,22.734,40.771,969.928,2.306,13.09306448
11,80,356,22.856,60.303,970.66,6.645,313.2913134
11,78,356,22.856,60.303,970.66,6.636,312.0200698
11,60,356,22.856,60.303,970.66,6.532,297.5787573
11,40,356,22.856,60.303,970.66,6.36,274.6848738
11,20,356,22.856,60.303,970.66,6.127,245.5879413
11,80,356,23.345,44.434,966.778,5.735,201.4019469
11,78,356,23.345,44.434,966.778,5.738,201.7181746
11,60,356,23.345,44.434,966.778,5.761,204.1535909
11,40,356,23.345,44.434,966.778,5.731,200.9808243
11,20,356,23.345,44.434,966.778,5.734,201.2966111
11,80,356,23.833,37.598,964.874,7.112,384.0949892
11,80,356,23.833,38.452,963.849,8.054,557.8253845
11,78,356,23.833,37.598,964.874,7.066,376.6901785
11,78,356,23.833,38.452,963.849,7.996,545.8606072
11,60,356,23.833,37.598,964.874,6.857,344.2435772
11,60,356,23.833,38.452,963.849,7.506,451.5325653
11,40,356,23.833,37.598,964.874,6.923,354.2798013
11,40,356,23.833,38.452,963.849,7.019,369.2233215
11,20,356,23.833,37.598,964.874,6.498,292.956082
11,20,356,23.833,38.452,963.849,6.467,288.7832372
11,80,356,23.955,37.476,963.702,7.689,485.3700566
11,78,356,23.955,37.476,963.702,7.662,480.2748451
11,60,356,23.955,37.476,963.702,7.31,417.0763157
11,40,356,23.955,37.476,963.702,7.041,372.7060397
11,20,356,23.955,37.476,963.702,6.718,323.7303346
11,80,356,24.321,48.706,968.097,5.067,138.9044344
11,78,356,24.321,48.706,968.097,5.047,137.2661054
11,60,356,24.321,48.706,968.097,4.814,119.1191691
11,40,356,24.321,48.706,968.097,4.58,102.5793237
11,20,356,24.321,48.706,968.097,4.518,98.46957815
11,80,356,24.443,49.072,968.023,5.243,153.8873676
11,78,356,24.443,49.072,968.023,5.215,151.4350258
11,60,356,24.443,49.072,968.023,4.955,129.8955802
11,40,356,24.443,49.072,968.023,4.928,127.7837106
11,20,356,24.443,49.072,968.023,4.865,122.9453001
10,80,356,27.739,36.377,968.023,5.566,184.1166243
10,78,356,27.739,36.377,968.023,5.533,180.8612001
10,60,356,27.739,36.377,968.023,5.222,152.0456502
10,40,356,27.739,36.377,968.023,5.006,133.9479075
10,20,356,27.739,36.377,968.023,4.696,110.5726358
3,80,356,25.054,17.456,968.609,4.003,68.48889636
3,78,356,25.054,17.456,968.609,3.985,67.56913742
3,60,356,25.054,17.456,968.609,4.006,68.64299631
3,40,356,25.054,17.456,968.609,3.99,67.82379471
3,20,356,25.054,17.456,968.609,3.913,63.97244379
1,80,356,13.823,61.279,967.804,5.598,187.3104814
1,78,356,13.823,61.279,967.804,5.606,188.1146756
1,60,356,13.823,61.279,967.804,5.499,177.547498
1,40,356,13.823,61.279,967.804,5.302,159.1411778
1,20,356,13.823,61.279,967.804,5.021,135.1556053
1,80,356,14.067,56.763,972.931,5.889,218.0660518
1,78,356,14.067,56.763,972.931,5.901,219.4018279
1,60,356,14.067,56.763,972.931,5.844,213.1051864
1,40,356,14.067,56.763,972.931,5.662,193.8085769
1,20,356,14.067,56.763,972.931,5.683,195.9730563
1,80,356,14.556,44.678,968.023,1.589,4.283858224
1,78,356,14.556,44.678,968.023,1.619,4.531103097
1,60,356,14.556,44.678,968.023,1.96,8.039547615
1,40,356,14.556,44.678,968.023,2.659,20.0732831
1,20,356,14.556,44.678,968.023,3.07,30.89431171
1,80,356,16.509,55.176,972.418,2.949,27.38342175
1,78,356,16.509,55.176,972.418,2.967,27.88791439
1,60,356,16.509,55.176,972.418,3.059,30.56341149
1,40,356,16.509,55.176,972.418,3.107,32.02485392
1,20,356,16.509,55.176,972.418,3.104,31.93217755
12,80,354,14.8,59.448,971.759,4.842,121.2098051
12,78,354,14.8,59.448,971.759,4.859,122.4909759
12,60,354,14.8,59.448,971.759,4.938,128.5631943
12,40,354,14.8,59.448,971.759,5.082,140.1416995
12,20,354,14.8,59.448,971.759,5.248,154.3280528
12,80,354,14.922,59.326,971.612,4.847,121.5856881
12,78,354,14.922,59.326,971.612,4.864,122.8695015
12,60,354,14.922,59.326,971.612,4.929,127.8615168
12,40,354,14.922,59.326,971.612,4.982,132.030591
12,20,354,14.922,59.326,971.612,5.094,141.1367848
12,80,354,16.875,48.706,971.1,4.713,111.777841
12,78,354,16.875,48.706,971.1,4.749,114.3588834
12,60,354,16.875,48.706,971.1,4.833,120.5351695
12,40,354,16.875,48.706,971.1,4.796,117.7879656
12,20,354,16.875,48.706,971.1,4.865,122.9453001
12,80,354,18.462,41.748,970.953,4.275,83.42030144
12,80,354,18.462,44.556,972.784,5.723,200.140341
12,78,354,18.462,41.748,970.953,4.283,83.88950288
12,78,354,18.462,44.556,972.784,5.73,200.8756354
12,60,354,18.462,41.748,970.953,4.341,87.34393528
12,60,354,18.462,44.556,972.784,5.722,200.0354456
12,40,354,18.462,41.748,970.953,4.358,88.37411453
12,40,354,18.462,44.556,972.784,5.699,197.632957
12,20,354,18.462,41.748,970.953,4.462,94.8532237
12,20,354,18.462,44.556,972.784,5.61,188.5176344
12,80,354,18.95,31.006,970.807,6.728,325.1781426
12,78,354,18.95,31.006,970.807,6.714,323.1524169
12,60,354,18.95,31.006,970.807,6.466,288.6492932
12,40,354,18.95,31.006,970.807,6.495,292.5505129
12,20,354,18.95,31.006,970.807,6.471,289.3194275
11,80,354,21.392,28.198,968.976,6.124,245.2273718
11,80,354,21.392,34.79,969.562,4.568,101.7751341
11,78,354,21.392,28.198,968.976,6.097,241.9981148
11,78,354,21.392,34.79,969.562,4.534,99.51944491
11,60,354,21.392,28.198,968.976,6.172,251.0389732
11,60,354,21.392,34.79,969.562,4.349,87.82772242
11,40,354,21.392,28.198,968.976,6.147,248.0007744
11,40,354,21.392,34.79,969.562,4.384,89.96530032
11,20,354,21.392,28.198,968.976,6.081,240.0979256
11,20,354,21.392,34.79,969.562,4.274,83.36177457
11,80,354,21.514,35.278,970.514,6.951,358.5958533
11,78,354,21.514,35.278,970.514,6.905,351.5235669
11,60,354,21.514,35.278,970.514,7.019,369.2233215
11,40,354,21.514,35.278,970.514,7.065,376.5302704
11,20,354,21.514,35.278,970.514,7.018,369.0655338
11,80,354,22.246,54.932,968.683,3.473,44.72782165
11,78,354,22.246,54.932,968.683,3.418,42.63630623
11,60,354,22.246,54.932,968.683,2.963,27.77527401
11,40,354,22.246,54.932,968.683,2.59,18.55080199
11,20,354,22.246,54.932,968.683,2.435,15.41559508
11,80,354,23.589,50.659,967.73,3.874,62.07864755
11,78,354,23.589,50.659,967.73,3.816,59.33193274
11,60,354,23.589,50.659,967.73,3.463,44.34257123
11,40,354,23.589,50.659,967.73,3.207,35.21764225
11,20,354,23.589,50.659,967.73,3.051,30.32424666
11,80,354,23.711,38.086,963.922,10.172,1123.782985
11,78,354,23.711,38.086,963.922,10.089,1096.497798
11,60,354,23.711,38.086,963.922,9.469,906.5165709
11,40,354,23.711,38.086,963.922,8.715,706.749601
11,20,354,23.711,38.086,963.922,8.01,548.732832
11,80,354,24.199,49.805,967.511,3.979,67.26439109
11,78,354,24.199,49.805,967.511,3.963,66.45621686
11,60,354,24.199,49.805,967.511,3.795,58.35777676
11,40,354,24.199,49.805,967.511,3.723,55.09884642
11,20,354,24.199,49.805,967.511,3.734,55.58867706
10,80,354,22.49,46.021,965.899,6.143,247.5169493
10,78,354,22.49,46.021,965.899,6.119,244.6272072
10,60,354,22.49,46.021,965.899,6.182,252.2611666
10,40,354,22.49,46.021,965.899,6.289,265.5878369
10,20,354,22.49,46.021,965.899,6.31,268.2572544
10,80,354,22.612,45.166,965.826,5.872,216.1829995
10,78,354,22.612,45.166,965.826,5.887,217.843951
10,60,354,22.612,45.166,965.826,5.993,229.8244507
10,40,354,22.612,45.166,965.826,6.12,244.7471617
10,20,354,22.612,45.166,965.826,6.261,262.0562421
10,80,354,22.734,44.8,965.899,5.674,195.0434598
10,80,354,22.734,45.044,965.899,5.742,202.1403262
10,78,354,22.734,44.8,965.899,5.679,195.5595385
10,78,354,22.734,45.044,965.899,5.748,202.7746573
10,60,354,22.734,44.8,965.899,5.633,190.8458196
10,60,354,22.734,45.044,965.899,5.744,202.3516227
10,40,354,22.734,44.8,965.899,5.684,196.0765268
10,40,354,22.734,45.044,965.899,5.77,205.1118903
10,20,354,22.734,44.8,965.899,5.71,198.7795588
10,20,354,22.734,45.044,965.899,5.766,204.6856101
10,80,354,26.396,43.701,964.508,9.042,789.3269037
10,78,354,26.396,43.701,964.508,8.997,777.60055
10,60,354,26.396,43.701,964.508,8.901,752.9736886
10,40,354,26.396,43.701,964.508,8.855,741.3599048
10,20,354,26.396,43.701,964.508,8.542,665.4908658
10,80,354,27.007,33.081,965.753,3.46,44.227429
10,78,354,27.007,33.081,965.753,3.452,43.92135792
10,60,354,27.007,33.081,965.753,3.46,44.227429
10,40,354,27.007,33.081,965.753,3.486,45.23197446
10,20,354,27.007,33.081,965.753,3.52,46.56840766
10,80,354,27.251,36.621,967.95,6.799,335.5818942
10,78,354,27.251,36.621,967.95,6.719,323.8749216
10,60,354,27.251,36.621,967.95,6.377,276.8934284
10,40,354,27.251,36.621,967.95,6.037,234.9237503
10,20,354,27.251,36.621,967.95,5.614,188.9211683
10,80,354,27.495,32.837,965.46,4.282,83.83075673
10,78,354,27.495,32.837,965.46,4.3,84.89239074
10,60,354,27.495,32.837,965.46,4.331,86.74170388
10,40,354,27.495,32.837,965.46,4.6,103.9290345
10,20,354,27.495,32.837,965.46,4.948,129.3458415
10,80,354,27.617,31.25,965.533,4.175,77.70211445
10,78,354,27.617,31.25,965.533,4.185,78.2617914
10,60,354,27.617,31.25,965.533,4.231,80.87093674
10,40,354,27.617,31.25,965.533,4.326,86.44162907
10,20,354,27.617,31.25,965.533,4.491,96.71471644
10,80,354,27.739,36.621,968.097,5.505,178.1293026
10,78,354,27.739,36.621,968.097,5.457,173.5102993
10,60,354,27.739,36.621,968.097,5.247,154.2398486
10,40,354,27.739,36.621,968.097,5.05,137.511029
10,20,354,27.739,36.621,968.097,4.965,130.68362
5,80,354,28.228,23.071,963.702,6.131,246.0692503
5,80,354,28.228,23.193,963.556,6.253,261.0529971
5,80,354,28.228,22.217,963.922,6.471,289.3194275
5,78,354,28.228,23.071,963.702,6.143,247.5169493
5,78,354,28.228,23.193,963.556,6.251,260.8025866
5,78,354,28.228,22.217,963.922,6.456,287.3121306
5,60,354,28.228,23.071,963.702,6.032,234.3405237
