Month,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed
1,60,356,16.509,55.176,972.418,3.059
1,40,356,16.509,55.176,972.418,3.107
1,20,356,16.509,55.176,972.418,3.104
12,80,354,14.8,59.448,971.759,4.842
12,78,354,14.8,59.448,971.759,4.859
12,60,354,14.8,59.448,971.759,4.938
12,40,354,14.8,59.448,971.759,5.082
12,20,354,14.8,59.448,971.759,5.248
12,80,354,14.922,59.326,971.612,4.847
12,78,354,14.922,59.326,971.612,4.864
12,60,354,14.922,59.326,971.612,4.929
12,40,354,14.922,59.326,971.612,4.982
12,20,354,14.922,59.326,971.612,5.094
12,80,354,16.875,48.706,971.1,4.713
12,78,354,16.875,48.706,971.1,4.749
12,60,354,16.875,48.706,971.1,4.833
12,40,354,16.875,48.706,971.1,4.796
12,20,354,16.875,48.706,971.1,4.865
12,80,354,18.462,41.748,970.953,4.275
12,80,354,18.462,44.556,972.784,5.723
12,78,354,18.462,41.748,970.953,4.283
12,78,354,18.462,44.556,972.784,5.73
12,60,354,18.462,41.748,970.953,4.341
12,60,354,18.462,44.556,972.784,5.722
12,40,354,18.462,41.748,970.953,4.358
12,40,354,18.462,44.556,972.784,5.699
12,20,354,18.462,41.748,970.953,4.462
12,20,354,18.462,44.556,972.784,5.61
12,80,354,18.95,31.006,970.807,6.728
12,78,354,18.95,31.006,970.807,6.714
12,60,354,18.95,31.006,970.807,6.466
12,40,354,18.95,31.006,970.807,6.495
12,20,354,18.95,31.006,970.807,6.471
11,80,354,21.392,28.198,968.976,6.124
11,80,354,21.392,34.79,969.562,4.568
11,78,354,21.392,28.198,968.976,6.097
11,78,354,21.392,34.79,969.562,4.534
11,60,354,21.392,28.198,968.976,6.172
11,60,354,21.392,34.79,969.562,4.349
11,40,354,21.392,28.198,968.976,6.147
11,40,354,21.392,34.79,969.562,4.384
11,20,354,21.392,28.198,968.976,6.081
11,20,354,21.392,34.79,969.562,4.274
11,80,354,21.514,35.278,970.514,6.951
11,78,354,21.514,35.278,970.514,6.905
11,60,354,21.514,35.278,970.514,7.019
11,40,354,21.514,35.278,970.514,7.065
11,20,354,21.514,35.278,970.514,7.018
11,80,354,22.246,54.932,968.683,3.473
11,78,354,22.246,54.932,968.683,3.418
11,60,354,22.246,54.932,968.683,2.963
11,40,354,22.246,54.932,968.683,2.59
11,20,354,22.246,54.932,968.683,2.435
11,80,354,23.589,50.659,967.73,3.874
11,78,354,23.589,50.659,967.73,3.816
11,60,354,23.589,50.659,967.73,3.463
11,40,354,23.589,50.659,967.73,3.207
11,20,354,23.589,50.659,967.73,3.051
11,80,354,23.711,38.086,963.922,10.172
11,78,354,23.711,38.086,963.922,10.089
11,60,354,23.711,38.086,963.922,9.469
11,40,354,23.711,38.086,963.922,8.715
11,20,354,23.711,38.086,963.922,8.01
11,80,354,24.199,49.805,967.511,3.979
11,78,354,24.199,49.805,967.511,3.963
11,60,354,24.199,49.805,967.511,3.795
11,40,354,24.199,49.805,967.511,3.723
11,20,354,24.199,49.805,967.511,3.734
10,80,354,22.49,46.021,965.899,6.143
10,78,354,22.49,46.021,965.899,6.119
10,60,354,22.49,46.021,965.899,6.182
10,40,354,22.49,46.021,965.899,6.289
10,20,354,22.49,46.021,965.899,6.31
10,80,354,22.612,45.166,965.826,5.872
10,78,354,22.612,45.166,965.826,5.887
10,60,354,22.612,45.166,965.826,5.993
10,40,354,22.612,45.166,965.826,6.12
10,20,354,22.612,45.166,965.826,6.261
10,80,354,22.734,44.8,965.899,5.674
10,80,354,22.734,45.044,965.899,5.742
10,78,354,22.734,44.8,965.899,5.679
10,78,354,22.734,45.044,965.899,5.748
10,60,354,22.734,44.8,965.899,5.633
10,60,354,22.734,45.044,965.899,5.744
10,40,354,22.734,44.8,965.899,5.684
10,40,354,22.734,45.044,965.899,5.77
10,20,354,22.734,44.8,965.899,5.71
10,20,354,22.734,45.044,965.899,5.766
10,80,354,26.396,43.701,964.508,9.042
10,78,354,26.396,43.701,964.508,8.997
10,60,354,26.396,43.701,964.508,8.901
10,40,354,26.396,43.701,964.508,8.855
10,20,354,26.396,43.701,964.508,8.542
10,80,354,27.007,33.081,965.753,3.46
10,78,354,27.007,33.081,965.753,3.452
10,60,354,27.007,33.081,965.753,3.46
10,40,354,27.007,33.081,965.753,3.486
10,20,354,27.007,33.081,965.753,3.52
10,80,354,27.251,36.621,967.95,6.799
10,78,354,27.251,36.621,967.95,6.719
10,60,354,27.251,36.621,967.95,6.377
10,40,354,27.251,36.621,967.95,6.037
10,20,354,27.251,36.621,967.95,5.614
10,80,354,27.495,32.837,965.46,4.282
10,78,354,27.495,32.837,965.46,4.3
10,60,354,27.495,32.837,965.46,4.331
10,40,354,27.495,32.837,965.46,4.6
10,20,354,27.495,32.837,965.46,4.948
10,80,354,27.617,31.25,965.533,4.175
10,78,354,27.617,31.25,965.533,4.185
10,60,354,27.617,31.25,965.533,4.231
10,40,354,27.617,31.25,965.533,4.326
10,20,354,27.617,31.25,965.533,4.491
10,80,354,27.739,36.621,968.097,5.505
10,78,354,27.739,36.621,968.097,5.457
10,60,354,27.739,36.621,968.097,5.247
10,40,354,27.739,36.621,968.097,5.05
10,20,354,27.739,36.621,968.097,4.965
5,80,354,28.228,23.071,963.702,6.131
5,80,354,28.228,23.193,963.556,6.253
5,80,354,28.228,22.217,963.922,6.471
5,78,354,28.228,23.071,963.702,6.143
5,78,354,28.228,23.193,963.556,6.251
5,78,354,28.228,22.217,963.922,6.456
5,60,354,28.228,23.071,963.702,6.032
5,60,354,28.228,23.193,963.556,6.064
5,60,354,28.228,22.217,963.922,6.199
5,40,354,28.228,23.071,963.702,5.843
5,40,354,28.228,23.193,963.556,5.738
5,40,354,28.228,22.217,963.922,5.853
5,20,354,28.228,23.071,963.702,5.526
5,20,354,28.228,23.193,963.556,5.419
5,20,354,28.228,22.217,963.922,5.534
5,80,354,32.378,13.672,968.902,2.991
5,78,354,32.378,13.672,968.902,3.135
5,60,354,32.378,13.672,968.902,3.1
5,40,354,32.378,13.672,968.902,3.111
5,20,354,32.378,13.672,968.902,3.078
5,80,354,33.11,11.963,968.023,2.36
5,78,354,33.11,11.963,968.023,2.481
5,60,354,33.11,11.963,968.023,2.692
5,40,354,33.11,11.963,968.023,2.872
5,20,354,33.11,11.963,968.023,2.838
4,80,354,28.716,23.438,964.581,6.762
4,78,354,28.716,23.438,964.581,6.705
4,60,354,28.716,23.438,964.581,6.258
4,40,354,28.716,23.438,964.581,5.79
4,20,354,28.716,23.438,964.581,5.346
3,80,354,25.42,17.456,968.463,3.756
3,78,354,25.42,17.456,968.463,3.711
3,60,354,25.42,17.456,968.463,3.673
3,40,354,25.42,17.456,968.463,3.613
3,20,354,25.42,17.456,968.463,3.534
2,80,354,11.016,34.79,975.421,6.07
2,78,354,11.016,34.79,975.421,6.026
2,60,354,11.016,34.79,975.421,5.802
2,40,354,11.016,34.79,975.421,5.55
2,20,354,11.016,34.79,975.421,5.404
1,80,354,13.701,62.866,967.657,7.012
1,78,354,13.701,62.866,967.657,7.015
1,60,354,13.701,62.866,967.657,6.801
1,40,354,13.701,62.866,967.657,6.654
1,20,354,13.701,62.866,967.657,6.364
1,80,354,14.189,57.495,968.243,5.349
1,78,354,14.189,57.495,968.243,5.24
1,60,354,14.189,57.495,968.243,4.821
1,40,354,14.189,57.495,968.243,4.162
1,20,354,14.189,57.495,968.243,3.681
1,80,354,16.265,54.443,972.418,4.13
1,80,354,16.265,54.077,972.345,4.439
1,78,354,16.265,54.443,972.418,4.136
1,78,354,16.265,54.077,972.345,4.471
1,60,354,16.265,54.443,972.418,4.104
1,60,354,16.265,54.077,972.345,4.605
1,40,354,16.265,54.443,972.418,4.083
1,40,354,16.265,54.077,972.345,4.759
1,20,354,16.265,54.443,972.418,4.084
1,20,354,16.265,54.077,972.345,4.941
1,80,354,17.119,53.223,972.418,2.413
1,78,354,17.119,53.223,972.418,2.427
1,60,354,17.119,53.223,972.418,2.559
1,40,354,17.119,53.223,972.418,2.617
1,20,354,17.119,53.223,972.418,2.628
12,80,353,15.044,60.547,971.246,4.434
12,78,353,15.044,60.547,971.246,4.466
12,60,353,15.044,60.547,971.246,4.596
12,40,353,15.044,60.547,971.246,4.708
12,20,353,15.044,60.547,971.246,4.936
12,80,353,15.288,59.937,971.1,4.126
12,78,353,15.288,59.937,971.1,4.139
12,60,353,15.288,59.937,971.1,4.189
12,40,353,15.288,59.937,971.1,4.372
12,20,353,15.288,59.937,971.1,4.538
12,80,353,15.41,60.059,970.88,3.979
12,80,353,15.41,60.059,971.026,4.067
12,78,353,15.41,60.059,970.88,3.997
12,78,353,15.41,60.059,971.026,4.099
12,60,353,15.41,60.059,970.88,4.111
12,60,353,15.41,60.059,971.026,4.209
12,40,353,15.41,60.059,970.88,4.367
12,40,353,15.41,60.059,971.026,4.426
12,20,353,15.41,60.059,970.88,4.54
12,20,353,15.41,60.059,971.026,4.545
12,80,353,16.875,48.706,971.1,4.502
12,78,353,16.875,48.706,971.1,4.532
12,60,353,16.875,48.706,971.1,4.676
12,40,353,16.875,48.706,971.1,4.72
12,20,353,16.875,48.706,971.1,4.75
12,80,353,18.462,45.166,972.491,5.114
12,78,353,18.462,45.166,972.491,5.12
12,60,353,18.462,45.166,972.491,5.193
12,40,353,18.462,45.166,972.491,5.222
12,20,353,18.462,45.166,972.491,5.109
12,80,353,18.828,39.795,970.953,6.322
12,80,353,18.828,40.161,970.953,6.119
12,78,353,18.828,39.795,970.953,6.314
12,78,353,18.828,40.161,970.953,6.106
12,60,353,18.828,39.795,970.953,6.133
12,60,353,18.828,40.161,970.953,5.903
12,40,353,18.828,39.795,970.953,5.966
12,40,353,18.828,40.161,970.953,5.662
12,20,353,18.828,39.795,970.953,5.846
12,20,353,18.828,40.161,970.953,5.509
12,80,353,19.561,42.725,970.147,1.804
12,78,353,19.561,42.725,970.147,1.775
12,60,353,19.561,42.725,970.147,1.644
12,40,353,19.561,42.725,970.147,1.376
12,20,353,19.561,42.725,970.147,1.261
12,80,353,19.927,34.912,972.198,6.07
12,78,353,19.927,34.912,972.198,5.994
12,60,353,19.927,34.912,972.198,5.553
12,40,353,19.927,34.912,972.198,4.903
12,20,353,19.927,34.912,972.198,4.43
12,80,353,20.415,34.058,972.125,5.385
12,78,353,20.415,34.058,972.125,5.362
12,60,353,20.415,34.058,972.125,5.171
12,40,353,20.415,34.058,972.125,4.965
12,20,353,20.415,34.058,972.125,4.784
12,80,353,24.688,41.504,973.37,6.682
12,78,353,24.688,41.504,973.37,6.619
12,60,353,24.688,41.504,973.37,6.627
12,40,353,24.688,41.504,973.37,6.683
12,20,353,24.688,41.504,973.37,6.552
11,80,353,18.584,55.908,970.44,4.715
11,78,353,18.584,55.908,970.44,4.646
11,60,353,18.584,55.908,970.44,4.158
11,40,353,18.584,55.908,970.44,3.704
11,20,353,18.584,55.908,970.44,3.007
11,80,353,19.805,36.011,969.488,7.547
11,78,353,19.805,36.011,969.488,7.698
11,60,353,19.805,36.011,969.488,7.582
11,40,353,19.805,36.011,969.488,7.489
11,20,353,19.805,36.011,969.488,7.411
11,80,353,22.734,58.96,971.026,6.571
11,80,353,22.734,59.814,970.953,7.088
11,80,353,22.734,47.607,966.998,4.05
11,78,353,22.734,58.96,971.026,6.546
11,78,353,22.734,59.814,970.953,7.076
11,78,353,22.734,47.607,966.998,4.024
11,60,353,22.734,58.96,971.026,6.466
11,60,353,22.734,59.814,970.953,7.028
