Month,Hour,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed,Wind Power
1,23,80,311,11.626,78.613,971.979,11.994,1842.279549
1,23,78,311,11.626,78.613,971.979,11.952,1822.99363
1,23,60,311,11.626,78.613,971.979,11.742,1728.580565
1,23,40,311,11.626,78.613,971.979,11.273,1529.614242
1,23,20,311,11.626,78.613,971.979,10.605,1273.48964
1,23,80,315,11.748,78.247,972.052,10.857,1366.447376
1,23,80,313,11.748,78.247,971.905,11.087,1455.14255
1,23,78,315,11.748,78.247,972.052,10.814,1350.275829
1,23,78,313,11.748,78.247,971.905,11.051,1441.013782
1,23,60,315,11.748,78.247,972.052,10.23,1143.115987
1,23,60,313,11.748,78.247,971.905,10.624,1280.346692
1,23,40,315,11.748,78.247,972.052,9.653,960.3959417
1,23,40,313,11.748,78.247,971.905,10.098,1099.434844
1,23,20,315,11.748,78.247,972.052,8.945,764.1954232
1,23,20,313,11.748,78.247,971.905,9.401,887.1265064
1,23,80,301,11.87,79.834,973.736,6.75,328.3785011
2,23,80,311,11.87,82.764,973.443,10.888,1378.185684
1,23,78,301,11.87,79.834,973.736,6.688,319.4127081
2,23,78,311,11.87,82.764,973.443,10.853,1364.937629
1,23,60,301,11.87,79.834,973.736,6.174,251.2830953
2,23,60,311,11.87,82.764,973.443,10.408,1203.830239
1,23,40,301,11.87,79.834,973.736,5.67,194.6312511
2,23,40,311,11.87,82.764,973.443,9.726,982.349873
1,23,20,301,11.87,79.834,973.736,5.312,160.0433365
2,23,20,311,11.87,82.764,973.443,8.764,718.7378304
1,23,80,298,11.992,79.102,973.663,6.388,278.3287826
1,23,80,302,11.992,82.031,970.88,10.879,1374.770891
2,23,80,311,11.992,81.787,973.37,10.913,1387.700879
2,23,80,316,11.992,82.275,973.37,10.617,1277.817553
1,23,78,298,11.992,79.102,973.663,6.299,266.8567685
1,23,78,302,11.992,82.031,970.88,10.831,1356.653892
2,23,78,311,11.992,81.787,973.37,10.872,1372.118844
2,23,78,316,11.992,82.275,973.37,10.582,1265.221809
1,23,60,298,11.992,79.102,973.663,5.807,209.0830736
1,23,60,302,11.992,82.031,970.88,10.313,1171.165986
2,23,60,311,11.992,81.787,973.37,10.435,1213.223343
2,23,60,316,11.992,82.275,973.37,10.112,1104.013999
1,23,40,298,11.992,79.102,973.663,5.44,171.8937542
1,23,40,302,11.992,82.031,970.88,9.763,993.6038499
2,23,40,311,11.992,81.787,973.37,9.799,1004.635848
2,23,40,316,11.992,82.275,973.37,9.405,888.2593697
1,23,20,298,11.992,79.102,973.663,5.143,145.2489396
1,23,20,302,11.992,82.031,970.88,9.079,799.0564214
2,23,20,311,11.992,81.787,973.37,8.908,754.7515659
2,23,20,316,11.992,82.275,973.37,8.517,659.6648438
1,23,80,295,12.114,78.735,973.736,6.356,274.1669263
1,23,80,295,12.114,70.679,972.931,9.653,960.3959417
1,23,80,294,12.114,70.801,973.004,9.602,945.2539537
1,23,80,299,12.114,80.688,971.246,10.92,1390.372959
1,23,80,298,12.114,81.055,971.173,10.502,1236.742939
1,23,80,298,12.114,81.299,971.026,10.429,1211.13178
2,23,80,315,12.114,80.2,973.443,10.226,1141.775613
2,23,80,315,12.114,80.322,973.443,10.519,1242.758559
1,23,78,295,12.114,78.735,973.736,6.307,267.874819
1,23,78,295,12.114,70.679,972.931,9.671,965.7785323
1,23,78,294,12.114,70.801,973.004,9.613,948.5063104
1,23,78,299,12.114,80.688,971.246,10.85,1363.806048
1,23,78,298,12.114,81.055,971.173,10.426,1210.0869
1,23,78,298,12.114,81.299,971.026,10.384,1195.521624
2,23,78,315,12.114,80.2,973.443,10.145,1114.857993
2,23,78,315,12.114,80.322,973.443,10.462,1222.665181
1,23,60,295,12.114,78.735,973.736,5.961,226.1625869
1,23,60,295,12.114,70.679,972.931,9.398,886.2774913
1,23,60,294,12.114,70.801,973.004,9.334,868.2939746
1,23,60,299,12.114,80.688,971.246,10.284,1161.313839
1,23,60,298,12.114,81.055,971.173,9.868,1026.008172
1,23,60,298,12.114,81.299,971.026,9.809,1007.714717
2,23,60,315,12.114,80.2,973.443,9.464,905.0813011
2,23,60,315,12.114,80.322,973.443,9.99,1064.534798
1,23,40,295,12.114,78.735,973.736,5.454,173.2242934
1,23,40,295,12.114,70.679,972.931,9.001,778.6381576
1,23,40,294,12.114,70.801,973.004,8.913,756.0231902
1,23,40,299,12.114,80.688,971.246,9.692,972.0835951
1,23,40,298,12.114,81.055,971.173,9.244,843.4186655
1,23,40,298,12.114,81.299,971.026,9.251,845.3361479
2,23,40,315,12.114,80.2,973.443,8.69,700.6848493
2,23,40,315,12.114,80.322,973.443,9.29,856.072487
1,23,20,295,12.114,78.735,973.736,5.097,141.3862899
1,23,20,295,12.114,70.679,972.931,8.227,594.5493239
1,23,20,294,12.114,70.801,973.004,7.934,533.2612005
1,23,20,299,12.114,80.688,971.246,9.106,806.2065747
1,23,20,298,12.114,81.055,971.173,8.657,692.7326386
1,23,20,298,12.114,81.299,971.026,8.72,707.9667355
2,23,20,315,12.114,80.2,973.443,8.014,549.5553143
2,23,20,315,12.114,80.322,973.443,8.532,663.1563583
1,23,80,295,12.236,78.369,973.81,5.984,228.7905868
1,23,80,295,12.236,68.726,973.15,10.157,1118.818799
1,23,80,297,12.236,69.214,973.004,10.162,1120.4719
1,23,80,297,12.236,70.068,973.004,10.113,1104.341568
1,23,80,292,12.236,70.435,973.004,9.301,859.1170355
1,23,80,305,12.236,80.566,971.173,10.284,1161.313839
1,23,80,305,12.236,80.444,971.1,10.304,1168.102485
2,23,80,253,12.236,65.796,965.973,16.988,2000
2,23,80,311,12.236,79.468,973.517,10.49,1232.508327
1,23,78,295,12.236,78.369,973.81,5.965,226.618177
1,23,78,295,12.236,68.726,973.15,10.116,1105.324661
1,23,78,297,12.236,69.214,973.004,10.157,1118.818799
1,23,78,297,12.236,70.068,973.004,10.098,1099.434844
1,23,78,292,12.236,70.435,973.004,9.303,859.6713641
1,23,78,305,12.236,80.566,971.173,10.245,1148.151733
1,23,78,305,12.236,80.444,971.1,10.247,1148.824282
2,23,78,253,12.236,65.796,965.973,17.02,2000
2,23,78,311,12.236,79.468,973.517,10.438,1214.270027
1,23,60,295,12.236,78.369,973.81,5.682,195.8696223
1,23,60,295,12.236,68.726,973.15,9.706,976.3021789
1,23,60,297,12.236,69.214,973.004,9.777,997.8844227
1,23,60,297,12.236,70.068,973.004,9.716,979.3229137
1,23,60,292,12.236,70.435,973.004,8.945,764.1954232
1,23,60,305,12.236,80.566,971.173,9.782,999.416173
1,23,60,305,12.236,80.444,971.1,9.762,993.298564
2,23,60,253,12.236,65.796,965.973,16.777,2000
2,23,60,311,12.236,79.468,973.517,9.909,1038.850093
1,23,40,295,12.236,78.369,973.81,5.459,173.7011447
1,23,40,295,12.236,68.726,973.15,9.28,853.3109649
1,23,40,297,12.236,69.214,973.004,9.295,857.4554794
1,23,40,297,12.236,70.068,973.004,9.214,835.233724
1,23,40,292,12.236,70.435,973.004,8.269,603.7016647
1,23,40,305,12.236,80.566,971.173,9.207,833.3315549
1,23,40,305,12.236,80.444,971.1,9.241,842.5977758
2,23,40,253,12.236,65.796,965.973,16.394,2000
2,23,40,311,12.236,79.468,973.517,9.075,798.0007486
1,23,20,295,12.236,78.369,973.81,5.248,154.3280528
1,23,20,295,12.236,68.726,973.15,8.586,675.8277964
1,23,20,297,12.236,69.214,973.004,8.593,677.4821124
1,23,20,297,12.236,70.068,973.004,8.557,669.0028896
1,23,20,292,12.236,70.435,973.004,7.223,402.3613367
1,23,20,305,12.236,80.566,971.173,8.613,682.2236008
1,23,20,305,12.236,80.444,971.1,8.591,677.0091755
2,23,20,253,12.236,65.796,965.973,15.625,2000
2,23,20,311,12.236,79.468,973.517,8.168,581.849392
1,23,80,288,12.358,77.881,973.956,5.953,225.2532394
1,23,80,305,12.358,88.379,970.367,10.781,1337.952008
1,23,80,308,12.358,88.989,970.294,10.972,1410.330163
1,23,80,311,12.358,88.745,970.221,10.991,1417.669582
1,23,80,313,12.358,88.623,970.147,10.81,1348.778019
1,23,78,288,12.358,77.881,973.956,5.926,222.2021921
1,23,78,305,12.358,88.379,970.367,10.704,1309.488531
1,23,78,308,12.358,88.989,970.294,10.916,1388.845636
1,23,78,311,12.358,88.745,970.221,10.919,1389.991024
1,23,78,313,12.358,88.623,970.147,10.736,1321.267967
1,23,60,288,12.358,77.881,973.956,5.67,194.6312511
1,23,60,305,12.358,88.379,970.367,10.054,1085.125677
1,23,60,308,12.358,88.989,970.294,10.308,1169.463381
1,23,60,311,12.358,88.745,970.221,10.477,1227.931752
1,23,60,313,12.358,88.623,970.147,10.303,1167.762426
1,23,40,288,12.358,77.881,973.956,5.378,166.0832334
1,23,40,305,12.358,88.379,970.367,9.124,810.9969622
1,23,40,308,12.358,88.989,970.294,9.481,909.9674075
1,23,40,311,12.358,88.745,970.221,9.758,992.0780457
1,23,40,313,12.358,88.623,970.147,9.699,974.1913647
1,23,20,288,12.358,77.881,973.956,5.17,147.5485775
1,23,20,305,12.358,88.379,970.367,8.307,612.0628625
1,23,20,308,12.358,88.989,970.294,8.674,696.8216749
1,23,20,311,12.358,88.745,970.221,8.967,769.8478601
1,23,20,313,12.358,88.623,970.147,8.989,775.5281009
1,23,80,285,12.48,77.637,974.029,6.006,231.3233011
1,23,80,311,12.48,88.989,970.221,10.928,1393.430963
1,23,80,315,12.48,88.501,970.074,10.387,1196.558104
1,23,80,284,12.48,56.152,972.564,5.275,156.7222975
2,23,80,257,12.48,62.744,965.899,15.959,2000
1,23,78,285,12.48,77.637,974.029,5.984,228.7905868
1,23,78,311,12.48,88.989,970.221,10.853,1364.937629
1,23,78,315,12.48,88.501,970.074,10.318,1172.870244
1,23,78,284,12.48,56.152,972.564,5.271,156.3660431
2,23,78,257,12.48,62.744,965.899,15.978,2000
1,23,60,285,12.48,77.637,974.029,5.756,203.6224945
1,23,60,311,12.48,88.989,970.221,10.421,1208.346769
1,23,60,315,12.48,88.501,970.074,10.068,1089.665042
1,23,60,284,12.48,56.152,972.564,5.066,138.82221
2,23,60,257,12.48,62.744,965.899,15.844,2000
1,23,40,285,12.48,77.637,974.029,5.376,165.8980105
1,23,40,311,12.48,88.989,970.221,9.897,1035.080456
1,23,40,315,12.48,88.501,970.074,9.503,916.3166656
1,23,40,284,12.48,56.152,972.564,4.908,126.2342081
2,23,40,257,12.48,62.744,965.899,15.523,2000
1,23,20,285,12.48,77.637,974.029,5.026,135.5597785
1,23,20,311,12.48,88.989,970.221,9.164,821.7101266
1,23,20,315,12.48,88.501,970.074,8.871,745.385835
1,23,20,284,12.48,56.152,972.564,4.601,103.996829
2,23,20,257,12.48,62.744,965.899,14.846,2000
1,23,80,289,12.603,56.152,972.564,5.767,204.7921247
2,23,80,259,12.603,61.157,965.826,15.056,2000
2,23,80,260,12.603,60.547,965.899,15.13,2000
1,23,78,289,12.603,56.152,972.564,5.77,205.1118903
2,23,78,259,12.603,61.157,965.826,15.048,2000
2,23,78,260,12.603,60.547,965.899,15.145,2000
1,23,60,289,12.603,56.152,972.564,5.665,194.1168075
2,23,60,259,12.603,61.157,965.826,14.909,2000
2,23,60,260,12.603,60.547,965.899,15.007,2000
1,23,40,289,12.603,56.152,972.564,5.462,173.9876752
2,23,40,259,12.603,61.157,965.826,14.539,2000
2,23,40,260,12.603,60.547,965.899,14.776,2000
1,23,20,289,12.603,56.152,972.564,5.319,160.6768721
2,23,20,259,12.603,61.157,965.826,14.062,2000
2,23,20,260,12.603,60.547,965.899,14.326,2000
12,23,80,230,12.725,49.316,970.074,9.301,859.1170355
12,23,80,232,12.725,49.438,970.147,8.589,676.5364588
1,23,80,301,12.725,55.786,972.345,6.349,273.2620857
2,23,80,259,12.725,59.448,965.973,14.76,2000
2,23,80,257,12.725,59.326,966.046,14.702,2000
12,23,78,230,12.725,49.316,970.074,9.271,850.8306784
12,23,78,232,12.725,49.438,970.147,8.568,671.5862117
1,23,78,301,12.725,55.786,972.345,6.346,272.8749071
2,23,78,259,12.725,59.448,965.973,14.764,2000
2,23,78,257,12.725,59.326,966.046,14.716,2000
12,23,60,230,12.725,49.316,970.074,8.977,772.4263369
12,23,60,232,12.725,49.438,970.147,8.46,646.5088686
1,23,60,301,12.725,55.786,972.345,6.206,255.2106017
2,23,60,259,12.725,59.448,965.973,14.586,2000
2,23,60,257,12.725,59.326,966.046,14.579,2000
12,23,40,230,12.725,49.316,970.074,8.708,705.0479574
12,23,40,232,12.725,49.438,970.147,8.162,580.5680995
1,23,40,301,12.725,55.786,972.345,6.081,240.0979256
2,23,40,259,12.725,59.448,965.973,14.299,2000
2,23,40,257,12.725,59.326,966.046,14.331,2000
12,23,20,230,12.725,49.316,970.074,8.322,615.3844699
12,23,20,232,12.725,49.438,970.147,7.353,424.479866
1,23,20,301,12.725,55.786,972.345,5.834,212.0130882
2,23,20,259,12.725,59.448,965.973,13.913,2000
2,23,20,257,12.725,59.326,966.046,13.816,2000
12,23,80,228,12.847,48.828,970.147,9.377,880.3495481
12,23,78,228,12.847,48.828,970.147,9.373,879.2234216
12,23,60,228,12.847,48.828,970.147,9.251,845.3361479
12,23,40,228,12.847,48.828,970.147,9.014,782.0167564
12,23,20,228,12.847,48.828,970.147,8.588,676.300183
12,23,80,233,12.969,48.584,970.147,8.628,685.7941986
12,23,80,237,12.969,48.584,970.221,8.425,638.517973
1,23,80,289,12.969,61.035,976.007,5.412,169.2531505
12,23,78,233,12.969,48.584,970.147,8.631,686.5098099
12,23,78,237,12.969,48.584,970.221,8.431,639.8831374
1,23,78,289,12.969,61.035,976.007,5.423,170.2872809
12,23,60,233,12.969,48.584,970.147,8.543,665.7246174
12,23,60,237,12.969,48.584,970.221,8.316,614.0543886
1,23,60,289,12.969,61.035,976.007,5.252,154.6812061
12,23,40,233,12.969,48.584,970.147,8.382,628.7910727
12,23,40,237,12.969,48.584,970.221,8.059,558.8649395
1,23,40,289,12.969,61.035,976.007,5.212,151.1738309
12,23,20,233,12.969,48.584,970.147,8.117,571.0183116
12,23,20,237,12.969,48.584,970.221,7.68,483.667669
1,23,20,289,12.969,61.035,976.007,5.348,163.3193314
12,23,80,237,13.091,48.096,970.147,8.533,663.389563
1,23,80,305,13.091,53.955,972.345,6.151,248.4852297
1,23,80,295,13.091,61.035,976.007,5.309,159.7723318
1,23,80,292,13.091,61.035,976.007,5.104,141.9696118
12,23,78,237,13.091,48.096,970.147,8.536,664.089505
1,23,78,305,13.091,53.955,972.345,6.148,248.1218292
1,23,78,295,13.091,61.035,976.007,5.318,160.5862648
1,23,78,292,13.091,61.035,976.007,5.108,142.3036578
12,23,60,237,13.091,48.096,970.147,8.362,624.300794
1,23,60,305,13.091,53.955,972.345,5.971,227.3027087
1,23,60,295,13.091,61.035,976.007,5.234,153.0962498
1,23,60,292,13.091,61.035,976.007,4.978,131.712828
12,23,40,237,13.091,48.096,970.147,8.123,572.2855198
1,23,40,305,13.091,53.955,972.345,5.726,200.4552471
1,23,40,295,13.091,61.035,976.007,5.266,155.9214849
1,23,40,292,13.091,61.035,976.007,4.999,133.3867859
12,23,20,237,13.091,48.096,970.147,7.685,484.6129476
1,23,20,305,13.091,53.955,972.345,5.443,172.1782941
1,23,20,295,13.091,61.035,976.007,5.324,161.1304196
1,23,20,292,13.091,61.035,976.007,5.038,136.5330799
1,23,80,282,13.213,61.646,975.86,5.297,158.6913725
1,23,80,284,13.213,61.523,975.934,5.163,146.9500617
1,23,80,287,13.213,61.157,975.934,5.329,161.5848198
1,23,78,282,13.213,61.646,975.86,5.289,157.9734485
1,23,78,284,13.213,61.523,975.934,5.144,145.3336823
1,23,78,287,13.213,61.157,975.934,5.345,163.04464
1,23,60,282,13.213,61.646,975.86,5.129,144.0659989
1,23,60,284,13.213,61.523,975.934,5.044,137.0214728
1,23,60,287,13.213,61.157,975.934,5.315,160.3146474
1,23,40,282,13.213,61.646,975.86,5.036,136.3705405
1,23,40,284,13.213,61.523,975.934,4.925,127.5504814
1,23,40,287,13.213,61.157,975.934,5.295,158.5116881
1,23,20,282,13.213,61.646,975.86,5.104,141.9696118
1,23,20,284,13.213,61.523,975.934,5.033,136.1269734
1,23,20,287,13.213,61.157,975.934,5.373,165.6204344
1,23,80,299,13.335,50.659,972.711,7.127,386.5304159
1,23,78,299,13.335,50.659,972.711,7.129,386.8559152
1,23,60,299,13.335,50.659,972.711,6.874,346.8102951
1,23,40,299,13.335,50.659,972.711,6.522,296.2141366
1,23,20,299,13.335,50.659,972.711,6.071,238.9153735
12,23,80,302,13.457,86.548,975.274,9.56,932.9042562
12,23,80,305,13.457,87.28,975.128,9.502,916.0274243
12,23,80,308,13.457,86.792,975.055,9.776,997.5782606
12,23,80,244,13.457,62.622,970.221,8.144,576.7355108
12,23,80,246,13.457,62.744,970.221,8.059,558.8649395
12,23,80,282,13.457,71.167,972.711,5.133,144.403324
12,23,80,285,13.457,71.533,972.564,5.297,158.6913725
12,23,80,292,13.457,71.655,972.345,4.781,116.6862354
12,23,80,301,13.457,72.266,972.198,4.595,103.5905037
12,23,80,297,13.457,72.632,972.271,4.505,97.62201859
1,23,80,315,13.457,70.801,978.497,9.436,897.0717787
1,23,80,291,13.457,62.744,975.567,7.322,419.1336904
1,23,80,289,13.457,62.866,975.567,7.202,398.8620791
12,23,78,302,13.457,86.548,975.274,9.478,909.1038788
12,23,78,305,13.457,87.28,975.128,9.417,891.6637456
12,23,78,308,13.457,86.792,975.055,9.686,970.2793571
12,23,78,244,13.457,62.622,970.221,8.135,574.8255578
12,23,78,246,13.457,62.744,970.221,8.067,560.5309127
12,23,78,282,13.457,71.167,972.711,5.132,144.3189434
12,23,78,285,13.457,71.533,972.564,5.279,157.0790925
12,23,78,292,13.457,71.655,972.345,4.771,115.9555786
12,23,78,301,13.457,72.266,972.198,4.593,103.4552975
12,23,78,297,13.457,72.632,972.271,4.522,98.73134916
1,23,78,315,13.457,70.801,978.497,9.478,909.1038788
1,23,78,291,13.457,62.744,975.567,7.315,417.932735
1,23,78,289,13.457,62.866,975.567,7.183,395.7136186
12,23,60,302,13.457,86.548,975.274,8.82,732.6037764
12,23,60,305,13.457,87.28,975.128,8.918,757.296242
12,23,60,308,13.457,86.792,975.055,9.185,827.3721147
12,23,60,244,13.457,62.622,970.221,8.203,589.361188
12,23,60,246,13.457,62.744,970.221,8.142,576.3107117
12,23,60,282,13.457,71.167,972.711,4.904,125.9258184
12,23,60,285,13.457,71.533,972.564,5.046,137.1845289
12,23,60,292,13.457,71.655,972.345,4.723,112.4908593
12,23,60,301,13.457,72.266,972.198,4.537,99.71712197
12,23,60,297,13.457,72.632,972.271,4.62,105.290533
1,23,60,315,13.457,70.801,978.497,9.909,1038.850093
1,23,60,291,13.457,62.744,975.567,7.011,367.9622781
1,23,60,289,13.457,62.866,975.567,6.828,339.8943418
12,23,40,302,13.457,86.548,975.274,8.162,580.5680995
12,23,40,305,13.457,87.28,975.128,8.35,621.6169156
12,23,40,308,13.457,86.792,975.055,8.328,616.7164704
12,23,40,244,13.457,62.622,970.221,8.167,581.6357125
12,23,40,246,13.457,62.744,970.221,8.132,574.1898452
12,23,40,282,13.457,71.167,972.711,4.793,117.5670672
12,23,40,285,13.457,71.533,972.564,4.818,119.4163478
12,23,40,292,13.457,71.655,972.345,4.725,112.6338259
12,23,40,301,13.457,72.266,972.198,4.585,102.9156491
12,23,40,297,13.457,72.632,972.271,4.666,108.4669931
1,23,40,315,13.457,70.801,978.497,9.537,926.1871378
1,23,40,291,13.457,62.744,975.567,6.681,318.4108169
1,23,40,289,13.457,62.866,975.567,6.475,289.8562811
12,23,20,302,13.457,86.548,975.274,7.595,467.7854746
12,23,20,305,13.457,87.28,975.128,7.792,505.1382197
12,23,20,308,13.457,86.792,975.055,7.636,475.4021668
12,23,20,244,13.457,62.622,970.221,7.949,536.2914691
12,23,20,246,13.457,62.744,970.221,8.073,561.7825629
12,23,20,282,13.457,71.167,972.711,4.606,104.336244
12,23,20,285,13.457,71.533,972.564,4.801,118.1567442
12,23,20,292,13.457,71.655,972.345,4.826,120.0121871
12,23,20,301,13.457,72.266,972.198,4.667,108.5367468
12,23,20,297,13.457,72.632,972.271,4.735,113.3504759
1,23,20,315,13.457,70.801,978.497,8.62,683.8883335
1,23,20,291,13.457,62.744,975.567,6.449,286.3785781
1,23,20,289,13.457,62.866,975.567,6.332,271.0729089
12,23,80,302,13.579,85.815,975.274,10.167,1122.126628
12,23,80,309,13.579,86.792,975.055,9.71,977.5097263
12,23,80,240,13.579,62.134,970.367,8.046,556.1647791
12,23,80,243,13.579,62.134,970.294,7.978,542.1824972
12,23,80,243,13.579,62.378,970.221,7.758,498.5545951
12,23,80,282,13.579,71.045,972.711,4.938,128.5631943
1,23,80,298,13.579,49.072,972.784,7.205,399.3607259
1,23,80,315,13.579,69.092,978.644,9.323,865.2277707
1,23,80,315,13.579,70.19,978.57,9.389,883.7336965
1,23,80,295,13.579,62.744,975.494,7.347,423.4415953
12,23,78,302,13.579,85.815,975.274,10.086,1095.519946
12,23,78,309,13.579,86.792,975.055,9.635,955.0333876
12,23,78,240,13.579,62.134,970.367,8.018,550.378618
12,23,78,243,13.579,62.134,970.294,7.986,543.8151662
12,23,78,243,13.579,62.378,970.221,7.769,500.678292
12,23,78,282,13.579,71.045,972.711,4.939,128.6413166
1,23,78,298,13.579,49.072,972.784,7.183,395.7136186
1,23,78,315,13.579,69.092,978.644,9.342,870.5284851
1,23,78,315,13.579,70.19,978.57,9.429,895.0768089
1,23,78,295,13.579,62.744,975.494,7.335,421.3701358
12,23,60,302,13.579,85.815,975.274,9.464,905.0813011
12,23,60,309,13.579,86.792,975.055,9.072,797.2096045
12,23,60,240,13.579,62.134,970.367,7.878,522.0490708
12,23,60,243,13.579,62.134,970.294,7.895,525.4359706
12,23,60,243,13.579,62.378,970.221,7.768,500.4849799
12,23,60,282,13.579,71.045,972.711,4.889,124.7738309
1,23,60,298,13.579,49.072,972.784,6.906,351.6763147
1,23,60,315,13.579,69.092,978.644,9.598,944.0731244
1,23,60,315,13.579,70.19,978.57,9.779,998.4969348
1,23,60,295,13.579,62.744,975.494,6.926,354.7405698
12,23,40,302,13.579,85.815,975.274,8.634,687.2259188
12,23,40,309,13.579,86.792,975.055,8.411,635.3401432
12,23,40,240,13.579,62.134,970.367,7.716,490.5011778
12,23,40,243,13.579,62.134,970.294,7.714,490.1198605
12,23,40,243,13.579,62.378,970.221,7.758,498.5545951
12,23,40,282,13.579,71.045,972.711,4.847,121.5856881
1,23,40,298,13.579,49.072,972.784,6.571,302.9408218
1,23,40,315,13.579,69.092,978.644,9.41,889.6768046
1,23,40,315,13.579,70.19,978.57,9.403,887.6928176
1,23,40,295,13.579,62.744,975.494,6.588,305.2981475
12,23,20,302,13.579,85.815,975.274,7.866,519.6671015
12,23,20,309,13.579,86.792,975.055,7.746,496.2446933
12,23,20,240,13.579,62.134,970.367,7.577,464.4674238
